ts_micro,frame,wheel
1464650211019247,330,0.5
1464650211052581,331,0.5
1464650211085914,332,0.5
1464650211119247,333,0.5
1464650211152581,334,0.5
1464650211185914,335,0.5
1464650211219247,336,1
1464650211252581,337,1
1464650211285914,338,1
1464650211319247,339,1
1464650211352581,340,1
1464650211385914,341,1
1464650211419247,342,1
1464650211452581,343,1.5
1464650211485914,344,1.5
1464650211519247,345,1.5
1464650211552581,346,1.5
1464650211585914,347,1.5
1464650211619247,348,1.5
1464650211652581,349,1.5
1464650211685914,350,1.5
1464650211719247,351,1.5
1464650211752581,352,1.5
1464650211785914,353,1.5
1464650211819247,354,1.5
1464650211852581,355,1.5
1464650211885914,356,1.5
1464650211919247,357,1.5
1464650211952581,358,1.5
1464650211985914,359,1.5
1464650212019247,360,1.5
1464650212052581,361,1.5
1464650212085914,362,1.5
1464650212119247,363,1
1464650212152581,364,1
1464650212185914,365,1
1464650212219247,366,1
1464650212252581,367,1
1464650212285914,368,1
1464650212319247,369,1
1464650212352581,370,1
1464650212385914,371,1
1464650212419247,372,0.5
1464650212452581,373,0.5
1464650212485914,374,0.5
1464650212519247,375,0.5
1464650212552581,376,0.5
1464650212585914,377,0.5
1464650212619247,378,0.5
1464650212652581,379,0.5
1464650212685914,380,0.5
1464650212719247,381,0.5
1464650212752581,382,0.5
1464650212785914,383,0.5
1464650212819247,384,0.5
1464650212852581,385,0.5
1464650212885914,386,0.5
1464650212919247,387,0.5
1464650212952581,388,0.5
1464650212985914,389,0.5
1464650213019247,390,0.5
1464650213052581,391,0.5
1464650213085914,392,0.5
1464650213119247,393,0.5
1464650213152581,394,0.5
1464650213185914,395,0.5
1464650213219247,396,0.5
1464650213252581,397,0.5
1464650213285914,398,0.5
1464650213319247,399,0.5
1464650213352581,400,0.5
1464650213385914,401,0.5
1464650213419247,402,0.5
1464650213452581,403,0.5
1464650213485914,404,0.5
1464650213519247,405,0.5
1464650213552581,406,0.5
1464650213585914,407,0.5
1464650213619247,408,0.5
1464650213652581,409,0.5
1464650213685914,410,0.5
1464650213719247,411,0.5
1464650213752581,412,0.5
1464650213785914,413,0.5
1464650213819247,414,0.5
1464650213852581,415,0.5
1464650213885914,416,0.5
1464650213919247,417,0.5
1464650213952581,418,0.5
1464650213985914,419,1
1464650214019247,420,1
1464650214052581,421,1
1464650214085914,422,1
1464650214119247,423,1
1464650214152581,424,1
1464650214185914,425,1
1464650214219247,426,1
1464650214252581,427,1
1464650214285914,428,1
1464650214319247,429,1
1464650214352581,430,1
1464650214385914,431,1
1464650214419247,432,1
1464650214452581,433,1
1464650214485914,434,1
1464650214519247,435,1
1464650214552581,436,1
1464650214585914,437,1
1464650214619247,438,1
1464650214652581,439,1
1464650214685914,440,1
1464650214719247,441,1
1464650214752581,442,1.5
1464650214785914,443,1.5
1464650214819247,444,1.5
1464650214852581,445,1.5
1464650214885914,446,1.5
1464650214919247,447,1.5
1464650214952581,448,1.5
1464650214985914,449,1.5
1464650215019247,450,1.5
1464650215052581,451,1.5
1464650215085914,452,2
1464650215119247,453,2
1464650215152581,454,2
1464650215185914,455,2
1464650215219247,456,2
1464650215252581,457,2
1464650215285914,458,2
1464650215319247,459,2
1464650215352581,460,2.5
1464650215385914,461,2.5
1464650215419247,462,2.5
1464650215452581,463,2.5
1464650215485914,464,2.5
1464650215519247,465,2.5
1464650215552581,466,2.5
1464650215585914,467,2.5
1464650215619247,468,2.5
1464650215652581,469,2.5
1464650215685914,470,2.5
1464650215719247,471,2.5
1464650215752581,472,2.5
1464650215785914,473,2.5
1464650215819247,474,2.5
1464650215852581,475,2.5
1464650215885914,476,2.5
1464650215919247,477,2.5
1464650215952581,478,2.5
1464650215985914,479,2.5
1464650216019247,480,2.5
1464650216052581,481,2.5
1464650216085914,482,2.5
1464650216119247,483,2.5
1464650216152581,484,2.5
1464650216185914,485,2.5
1464650216219247,486,2.5
1464650216252581,487,2.5
1464650216285914,488,2.5
1464650216319247,489,2.5
1464650216352581,490,2.5
1464650216385914,491,2.5
1464650216419247,492,2.5
1464650216452581,493,2.5
1464650216485914,494,2.5
1464650216519247,495,2.5
1464650216552581,496,2.5
1464650216585914,497,2.5
1464650216619247,498,2.5
1464650216652581,499,2.5
1464650216685914,500,2.5
1464650216719247,501,2.5
1464650216752581,502,3
1464650216785914,503,3
1464650216819247,504,3
1464650216852581,505,3
1464650216885914,506,3
1464650216919247,507,3
1464650216952581,508,3
1464650216985914,509,3
1464650217019247,510,3
1464650217052581,511,3
1464650217085914,512,3.5
1464650217119247,513,3.5
1464650217152581,514,3.5
1464650217185914,515,3.5
1464650217219247,516,3.5
1464650217252581,517,3.5
1464650217285914,518,3.5
1464650217319247,519,3.5
1464650217352581,520,3.5
1464650217385914,521,4
1464650217419247,522,4
1464650217452581,523,4
1464650217485914,524,4.5
1464650217519247,525,4.5
1464650217552581,526,4.5
1464650217585914,527,4.5
1464650217619247,528,4.5
1464650217652581,529,4.5
1464650217685914,530,4.5
1464650217719247,531,4.5
1464650217752581,532,4.5
1464650217785914,533,4.5
1464650217819247,534,4.5
1464650217852581,535,4.5
1464650217885914,536,4.5
1464650217919247,537,4.5
1464650217952581,538,4.5
1464650217985914,539,4.5
1464650218019247,540,4.5
1464650218052581,541,4.5
1464650218085914,542,4.5
1464650218119247,543,4.5
1464650218152581,544,4.5
1464650218185914,545,4
1464650218219247,546,4
1464650218252581,547,4
1464650218285914,548,4
1464650218319247,549,4
1464650218352581,550,4
1464650218385914,551,4
1464650218419247,552,4
1464650218452581,553,4
1464650218485914,554,4
1464650218519247,555,4
1464650218552581,556,3.5
1464650218585914,557,3.5
1464650218619247,558,3.5
1464650218652581,559,3.5
1464650218685914,560,3.5
1464650218719247,561,3.5
1464650218752581,562,3.5
1464650218785914,563,3.5
1464650218819247,564,3
1464650218852581,565,3
1464650218885914,566,3
1464650218919247,567,3
1464650218952581,568,3
1464650218985914,569,3
1464650219019247,570,3
1464650219052581,571,3
1464650219085914,572,3
1464650219119247,573,3
1464650219152581,574,3
1464650219185914,575,3
1464650219219247,576,3
1464650219252581,577,3
1464650219285914,578,3
1464650219319247,579,3
1464650219352581,580,3
1464650219385914,581,3
1464650219419247,582,3
1464650219452581,583,3
1464650219485914,584,3
1464650219519247,585,3
1464650219552581,586,3
1464650219585914,587,3
1464650219619247,588,3
1464650219652581,589,3
1464650219685914,590,3
1464650219719247,591,3
1464650219752581,592,3
1464650219785914,593,3
1464650219819247,594,3
1464650219852581,595,3
1464650219885914,596,3
1464650219919247,597,3
1464650219952581,598,3.5
1464650219985914,599,3.5
1464650220019247,600,3.5
1464650220052581,601,3.5
1464650220085914,602,3.5
1464650220119247,603,3.5
1464650220152581,604,3.5
1464650220185914,605,3.5
1464650220219247,606,3.5
1464650220252581,607,3.5
1464650220285914,608,3.5
1464650220319247,609,3.5
1464650220352581,610,3.5
1464650220385914,611,3.5
1464650220419247,612,3.5
1464650220452581,613,3.5
1464650220485914,614,3.5
1464650220519247,615,3.5
1464650220552581,616,3.5
1464650220585914,617,3.5
1464650220619247,618,3.5
1464650220652581,619,3.5
1464650220685914,620,3.5
1464650220719247,621,3.5
1464650220752581,622,3.5
1464650220785914,623,3.5
1464650220819247,624,3.5
1464650220852581,625,3.5
1464650220885914,626,3.5
1464650220919247,627,3.5
1464650220952581,628,3.5
1464650220985914,629,3.5
1464650221019247,630,3.5
1464650221052581,631,3
1464650221085914,632,3
1464650221119247,633,3
1464650221152581,634,3
1464650221185914,635,3
1464650221219247,636,3
1464650221252581,637,3
1464650221285914,638,2.5
1464650221319247,639,2.5
1464650221352581,640,2.5
1464650221385914,641,2.5
1464650221419247,642,2
1464650221452581,643,2
1464650221485914,644,2
1464650221519247,645,2
1464650221552581,646,2
1464650221585914,647,2
1464650221619247,648,1.5
1464650221652581,649,1.5
1464650221685914,650,1.5
1464650221719247,651,1.5
1464650221752581,652,1.5
1464650221785914,653,1.5
1464650221819247,654,1.5
1464650221852581,655,1.5
1464650221885914,656,1.5
1464650221919247,657,1.5
1464650221952581,658,1
1464650221985914,659,1
1464650222019247,660,1
1464650222052581,661,1
1464650222085914,662,1
1464650222119247,663,1
1464650222152581,664,1
1464650222185914,665,1
1464650222219247,666,1
1464650222252581,667,1
1464650222285914,668,1
1464650222319247,669,0.5
1464650222352581,670,0.5
1464650222385914,671,0.5
1464650222419247,672,0.5
1464650222452581,673,0.5
1464650222485914,674,0.5
1464650222519247,675,0.5
1464650222552581,676,0.5
1464650222585914,677,0.5
1464650222619247,678,0.5
1464650222652581,679,0.5
1464650222685914,680,0.5
1464650222719247,681,0
1464650222752581,682,0
1464650222785914,683,0
1464650222819247,684,0
1464650222852581,685,0
1464650222885914,686,0
1464650222919247,687,0
1464650222952581,688,0
1464650222985914,689,0
1464650223019247,690,0
1464650223052581,691,0
1464650223085914,692,0
1464650223119247,693,0
1464650223152581,694,0
1464650223185914,695,0
1464650223219247,696,0
1464650223252581,697,0
1464650223285914,698,0
1464650223319247,699,0
1464650223352581,700,0
1464650223385914,701,0
1464650223419247,702,0
1464650223452581,703,0
1464650223485914,704,0
1464650223519247,705,0
1464650223552581,706,0
1464650223585914,707,0
1464650223619247,708,0
1464650223652581,709,0
1464650223685914,710,0.5
1464650223719247,711,0.5
1464650223752581,712,0.5
1464650223785914,713,0.5
1464650223819247,714,1
1464650223852581,715,1
1464650223885914,716,1
1464650223919247,717,1
1464650223952581,718,1
1464650223985914,719,1.5
1464650224019247,720,1.5
1464650224052581,721,1.5
1464650224085914,722,1.5
1464650224119247,723,1.5
1464650224152581,724,2
1464650224185914,725,2
1464650224219247,726,2
1464650224252581,727,2.5
1464650224285914,728,2.5
1464650224319247,729,2.5
1464650224352581,730,3
1464650224385914,731,3
1464650224419247,732,3
1464650224452581,733,3.5
1464650224485914,734,3.5
1464650224519247,735,3.5
1464650224552581,736,3.5
1464650224585914,737,3.5
1464650224619247,738,3.5
1464650224652581,739,4
1464650224685914,740,4
1464650224719247,741,4
1464650224752581,742,4
1464650224785914,743,4
1464650224819247,744,4
1464650224852581,745,4.5
1464650224885914,746,4.5
1464650224919247,747,4.5
1464650224952581,748,4.5
1464650224985914,749,4.5
1464650225019247,750,4.5
1464650225052581,751,4.5
1464650225085914,752,4.5
1464650225119247,753,4.5
1464650225152581,754,5
1464650225185914,755,5
1464650225219247,756,5
1464650225252581,757,5
1464650225285914,758,5.5
1464650225319247,759,5.5
1464650225352581,760,5.5
1464650225385914,761,5.5
1464650225419247,762,5.5
1464650225452581,763,6
1464650225485914,764,6
1464650225519247,765,6
1464650225552581,766,6
1464650225585914,767,6
1464650225619247,768,6
1464650225652581,769,6
1464650225685914,770,6
1464650225719247,771,6
1464650225752581,772,6
1464650225785914,773,6
1464650225819247,774,6
1464650225852581,775,6
1464650225885914,776,6
1464650225919247,777,6
1464650225952581,778,6
1464650225985914,779,6
1464650226019247,780,6
1464650226052581,781,6
1464650226085914,782,6
1464650226119247,783,5.5
1464650226152581,784,5.5
1464650226185914,785,5.5
1464650226219247,786,5.5
1464650226252581,787,5.5
1464650226285914,788,5.5
1464650226319247,789,5.5
1464650226352581,790,5.5
1464650226385914,791,5.5
1464650226419247,792,5.5
1464650226452581,793,5.5
1464650226485914,794,5.5
1464650226519247,795,5.5
1464650226552581,796,5.5
1464650226585914,797,5.5
1464650226619247,798,5.5
1464650226652581,799,5.5
1464650226685914,800,5.5
1464650226719247,801,5.5
1464650226752581,802,5.5
1464650226785914,803,5.5
1464650226819247,804,5.5
1464650226852581,805,5.5
1464650226885914,806,5.5
1464650226919247,807,5.5
1464650226952581,808,5.5
1464650226985914,809,5.5
1464650227019247,810,5.5
1464650227052581,811,5.5
1464650227085914,812,5.5
1464650227119247,813,5.5
1464650227152581,814,5.5
1464650227185914,815,5.5
1464650227219247,816,5.5
1464650227252581,817,6
1464650227285914,818,6
1464650227319247,819,6
1464650227352581,820,6
1464650227385914,821,6
1464650227419247,822,6
1464650227452581,823,6
1464650227485914,824,6
1464650227519247,825,6
1464650227552581,826,6
1464650227585914,827,6
1464650227619247,828,6
1464650227652581,829,6
1464650227685914,830,6
1464650227719247,831,6
1464650227752581,832,6
1464650227785914,833,5.5
1464650227819247,834,5.5
1464650227852581,835,5.5
1464650227885914,836,5.5
1464650227919247,837,5.5
1464650227952581,838,5.5
1464650227985914,839,5.5
1464650228019247,840,5
1464650228052581,841,5
1464650228085914,842,5
1464650228119247,843,5
1464650228152581,844,5
1464650228185914,845,5
1464650228219247,846,4.5
1464650228252581,847,4.5
1464650228285914,848,4.5
1464650228319247,849,4.5
1464650228352581,850,4.5
1464650228385914,851,4.5
1464650228419247,852,4.5
1464650228452581,853,4.5
1464650228485914,854,4.5
1464650228519247,855,4.5
1464650228552581,856,4.5
1464650228585914,857,4.5
1464650228619247,858,4.5
1464650228652581,859,4.5
1464650228685914,860,4.5
1464650228719247,861,4.5
1464650228752581,862,4.5
1464650228785914,863,4.5
1464650228819247,864,4.5
1464650228852581,865,4.5
1464650228885914,866,4.5
1464650228919247,867,4.5
1464650228952581,868,4.5
1464650228985914,869,4.5
1464650229019247,870,5
1464650229052581,871,5
1464650229085914,872,5
1464650229119247,873,5
1464650229152581,874,5
1464650229185914,875,5
1464650229219247,876,5
1464650229252581,877,5
1464650229285914,878,5.5
1464650229319247,879,5.5
1464650229352581,880,5.5
1464650229385914,881,5.5
1464650229419247,882,5.5
1464650229452581,883,5.5
1464650229485914,884,5.5
1464650229519247,885,5.5
1464650229552581,886,5.5
1464650229585914,887,5.5
1464650229619247,888,5.5
1464650229652581,889,5.5
1464650229685914,890,5.5
1464650229719247,891,5.5
1464650229752581,892,5.5
1464650229785914,893,5.5
1464650229819247,894,5.5
1464650229852581,895,5.5
1464650229885914,896,5
1464650229919247,897,5
1464650229952581,898,5
1464650229985914,899,5
1464650230019247,900,5
1464650230052581,901,5
1464650230085914,902,5
1464650230119247,903,5
1464650230152581,904,5
1464650230185914,905,5
1464650230219247,906,5
1464650230252581,907,5
1464650230285914,908,5
1464650230319247,909,5
1464650230352581,910,5
1464650230385914,911,5
1464650230419247,912,5
1464650230452581,913,5
1464650230485914,914,5
1464650230519247,915,5
1464650230552581,916,5
1464650230585914,917,5
1464650230619247,918,5
1464650230652581,919,4.5
1464650230685914,920,4.5
1464650230719247,921,4.5
1464650230752581,922,4.5
1464650230785914,923,4.5
1464650230819247,924,4.5
1464650230852581,925,4.5
1464650230885914,926,4.5
1464650230919247,927,4.5
1464650230952581,928,4.5
1464650230985914,929,4.5
1464650231019247,930,4.5
1464650231052581,931,4.5
1464650231085914,932,4.5
1464650231119247,933,4.5
1464650231152581,934,4.5
1464650231185914,935,4.5
1464650231219247,936,4.5
1464650231252581,937,4.5
1464650231285914,938,4.5
1464650231319247,939,4.5
1464650231352581,940,4.5
1464650231385914,941,4.5
1464650231419247,942,4.5
1464650231452581,943,4.5
1464650231485914,944,4.5
1464650231519247,945,4.5
1464650231552581,946,4
1464650231585914,947,4
1464650231619247,948,4
1464650231652581,949,4
1464650231685914,950,4
1464650231719247,951,4
1464650231752581,952,4
1464650231785914,953,3.5
1464650231819247,954,3.5
1464650231852581,955,3.5
1464650231885914,956,3.5
1464650231919247,957,3.5
1464650231952581,958,3
1464650231985914,959,3
1464650232019247,960,3
1464650232052581,961,3
1464650232085914,962,3
1464650232119247,963,2.5
1464650232152581,964,2.5
1464650232185914,965,2.5
1464650232219247,966,2
1464650232252581,967,2
1464650232285914,968,2
1464650232319247,969,1.5
1464650232352581,970,1.5
1464650232385914,971,1
1464650232419247,972,1
1464650232452581,973,1
1464650232485914,974,1
1464650232519247,975,1
1464650232552581,976,1
1464650232585914,977,1
1464650232619247,978,1
1464650232652581,979,1
1464650232685914,980,1
1464650232719247,981,0.5
1464650232752581,982,0.5
1464650232785914,983,0.5
1464650232819247,984,0.5
1464650232852581,985,0.5
1464650232885914,986,0.5
1464650232919247,987,0.5
1464650232952581,988,0.5
1464650232985914,989,0.5
1464650233019247,990,0.5
1464650233052581,991,0.5
1464650233085914,992,0.5
1464650233119247,993,0.5
1464650233152581,994,0.5
1464650233185914,995,0.5
1464650233219247,996,0
1464650233252581,997,0
1464650233285914,998,0
1464650233319247,999,0
1464650233352581,1000,0
1464650233385914,1001,-0.5
1464650233419247,1002,-0.5
1464650233452581,1003,-0.5
1464650233485914,1004,-0.5
1464650233519247,1005,-0.5
1464650233552581,1006,-0.5
1464650233585914,1007,-0.5
1464650233619247,1008,-0.5
1464650233652581,1009,-0.5
1464650233685914,1010,-0.5
1464650233719247,1011,-1
1464650233752581,1012,-1
1464650233785914,1013,-1
1464650233819247,1014,-1
1464650233852581,1015,-1
1464650233885914,1016,-1
1464650233919247,1017,-1
1464650233952581,1018,-1
1464650233985914,1019,-1
1464650234019247,1020,-1
1464650234052581,1021,-1
1464650234085914,1022,-1
1464650234119247,1023,-1
1464650234152581,1024,-1
1464650234185914,1025,-1
1464650234219247,1026,-1
1464650234252581,1027,-1
1464650234285914,1028,-1
1464650234319247,1029,-1
1464650234352581,1030,-1
1464650234385914,1031,-1
1464650234419247,1032,-1
1464650234452581,1033,-1
1464650234485914,1034,-0.5
1464650234519247,1035,-0.5
1464650234552581,1036,-0.5
1464650234585914,1037,-0.5
1464650234619247,1038,-0.5
1464650234652581,1039,-0.5
1464650234685914,1040,-0.5
1464650234719247,1041,-0.5
1464650234752581,1042,-0.5
1464650234785914,1043,-0.5
1464650234819247,1044,-0.5
1464650234852581,1045,-0.5
1464650234885914,1046,-0.5
1464650234919247,1047,-0.5
1464650234952581,1048,-0.5
1464650234985914,1049,0
1464650235019247,1050,0
1464650235052581,1051,0
1464650235085914,1052,0
1464650235119247,1053,0
1464650235152581,1054,0
1464650235185914,1055,0
1464650235219247,1056,0
1464650235252581,1057,0
1464650235285914,1058,0
1464650235319247,1059,0
1464650235352581,1060,0
1464650235385914,1061,0
1464650235419247,1062,0
1464650235452581,1063,0
1464650235485914,1064,0
1464650235519247,1065,0
1464650235552581,1066,0
1464650235585914,1067,0
1464650235619247,1068,0
1464650235652581,1069,0
1464650235685914,1070,0
1464650235719247,1071,0
1464650235752581,1072,0
1464650235785914,1073,0
1464650235819247,1074,0
1464650235852581,1075,0
1464650235885914,1076,0
1464650235919247,1077,0
1464650235952581,1078,0
1464650235985914,1079,0
1464650236019247,1080,0
1464650236052581,1081,0
1464650236085914,1082,0
1464650236119247,1083,0
1464650236152581,1084,0
1464650236185914,1085,0
1464650236219247,1086,0
1464650236252581,1087,0
1464650236285914,1088,0
1464650236319247,1089,0
1464650236352581,1090,0
1464650236385914,1091,0.5
1464650236419247,1092,0.5
1464650236452581,1093,0.5
1464650236485914,1094,0.5
1464650236519247,1095,0.5
1464650236552581,1096,0.5
1464650236585914,1097,0.5
1464650236619247,1098,0.5
1464650236652581,1099,1
1464650236685914,1100,1
1464650236719247,1101,1
1464650236752581,1102,1
1464650236785914,1103,1
1464650236819247,1104,1
1464650236852581,1105,1
1464650236885914,1106,1
1464650236919247,1107,1
1464650236952581,1108,1
1464650236985914,1109,1.5
1464650237019247,1110,1.5
1464650237052581,1111,1.5
1464650237085914,1112,1.5
1464650237119247,1113,1.5
1464650237152581,1114,2
1464650237185914,1115,2
1464650237219247,1116,2
1464650237252581,1117,2
1464650237285914,1118,2
1464650237319247,1119,2
1464650237352581,1120,2
1464650237385914,1121,2.5
1464650237419247,1122,2.5
1464650237452581,1123,2.5
1464650237485914,1124,2.5
1464650237519247,1125,2.5
1464650237552581,1126,2.5
1464650237585914,1127,2.5
1464650237619247,1128,2.5
1464650237652581,1129,2.5
1464650237685914,1130,2.5
1464650237719247,1131,2.5
1464650237752581,1132,2.5
1464650237785914,1133,2.5
1464650237819247,1134,2.5
1464650237852581,1135,2.5
1464650237885914,1136,2.5
1464650237919247,1137,2.5
