ts_micro,frame_index,wheel
1464305402425141,241,-3.5
1464305402458474,242,-3.5
1464305402491807,243,-3.5
1464305402525141,244,-3.5
1464305402558474,245,-3.5
1464305402591807,246,-3.5
1464305402625141,247,-3.5
1464305402658474,248,-3.5
1464305402691807,249,-3.5
1464305402725141,250,-3.5
1464305402758474,251,-3.5
1464305402791807,252,-3.5
1464305402825141,253,-3.5
1464305402858474,254,-3.5
1464305402891807,255,-3.5
1464305402925141,256,-3.5
1464305402958474,257,-3.5
1464305402991807,258,-3.5
1464305403025141,259,-3.5
1464305403058474,260,-3.5
1464305403091807,261,-3.5
1464305403125141,262,-3.5
1464305403158474,263,-3.5
1464305403191807,264,-3.5
1464305403225141,265,-3.5
1464305403258474,266,-3.5
1464305403291807,267,-3.5
1464305403325141,268,-3.5
1464305403358474,269,-3.5
1464305403391807,270,-3.5
1464305403425141,271,-3.5
1464305403458474,272,-3
1464305403491807,273,-3
1464305403525141,274,-3
1464305403558474,275,-3
1464305403591807,276,-3
1464305403625141,277,-3
1464305403658474,278,-3
1464305403691807,279,-3
1464305403725141,280,-3
1464305403758474,281,-3
1464305403791807,282,-2.5
1464305403825141,283,-2.5
1464305403858474,284,-2.5
1464305403891807,285,-2.5
1464305403925141,286,-2.5
1464305403958474,287,-2.5
1464305403991807,288,-2.5
1464305404025141,289,-2.5
1464305404058474,290,-2.5
1464305404091807,291,-2.5
1464305404125141,292,-2.5
1464305404158474,293,-2.5
1464305404191807,294,-2.5
1464305404225141,295,-2.5
1464305404258474,296,-2.5
1464305404291807,297,-2.5
1464305404325141,298,-2.5
1464305404358474,299,-2.5
1464305404391807,300,-2.5
1464305404425141,301,-2.5
1464305404458474,302,-2.5
1464305404491807,303,-2.5
1464305404525141,304,-2.5
1464305404558474,305,-2.5
1464305404591807,306,-2.5
1464305404625141,307,-2.5
1464305404658474,308,-2.5
1464305404691807,309,-2.5
1464305404725141,310,-2.5
1464305404758474,311,-2.5
1464305404791807,312,-2.5
1464305404825141,313,-2.5
1464305404858474,314,-2.5
1464305404891807,315,-2.5
1464305404925141,316,-2.5
1464305404958474,317,-3
1464305404991807,318,-3
1464305405025141,319,-3
1464305405058474,320,-3
1464305405091807,321,-3
1464305405125141,322,-3
1464305405158474,323,-3
1464305405191807,324,-3
1464305405225141,325,-3
1464305405258474,326,-3
1464305405291807,327,-3
1464305405325141,328,-3
1464305405358474,329,-3
1464305405391807,330,-3
1464305405425141,331,-3
1464305405458474,332,-3
1464305405491807,333,-3
1464305405525141,334,-3
1464305405558474,335,-3
1464305405591807,336,-3
1464305405625141,337,-3
1464305405658474,338,-3
1464305405691807,339,-3.5
1464305405725141,340,-3.5
1464305405758474,341,-3.5
1464305405791807,342,-3.5
1464305405825141,343,-3.5
1464305405858474,344,-3.5
1464305405891807,345,-3.5
1464305405925141,346,-3.5
1464305405958474,347,-3.5
1464305405991807,348,-3.5
1464305406025141,349,-3.5
1464305406058474,350,-3.5
1464305406091807,351,-3.5
1464305406125141,352,-3.5
1464305406158474,353,-3.5
1464305406191807,354,-3.5
1464305406225141,355,-3.5
1464305406258474,356,-3.5
1464305406291807,357,-3.5
1464305406325141,358,-3.5
1464305406358474,359,-3.5
1464305406391807,360,-3.5
1464305406425141,361,-3.5
1464305406458474,362,-3.5
1464305406491807,363,-3.5
1464305406525141,364,-3.5
1464305406558474,365,-3.5
1464305406591807,366,-3.5
1464305406625141,367,-3.5
1464305406658474,368,-3.5
1464305406691807,369,-3.5
1464305406725141,370,-3.5
1464305406758474,371,-3.5
1464305406791807,372,-4
1464305406825141,373,-4
1464305406858474,374,-4
1464305406891807,375,-4
1464305406925141,376,-4
1464305406958474,377,-4
1464305406991807,378,-4
1464305407025141,379,-4
1464305407058474,380,-4
1464305407091807,381,-4.5
1464305407125141,382,-4.5
1464305407158474,383,-4.5
1464305407191807,384,-4.5
1464305407225141,385,-4.5
1464305407258474,386,-4.5
1464305407291807,387,-4.5
1464305407325141,388,-4.5
1464305407358474,389,-4.5
1464305407391807,390,-4.5
1464305407425141,391,-4.5
1464305407458474,392,-4.5
1464305407491807,393,-4.5
1464305407525141,394,-4.5
1464305407558474,395,-4.5
1464305407591807,396,-4.5
1464305407625141,397,-4.5
1464305407658474,398,-4.5
1464305407691807,399,-4.5
1464305407725141,400,-4.5
1464305407758474,401,-4.5
1464305407791807,402,-4.5
1464305407825141,403,-4.5
1464305407858474,404,-4.5
1464305407891807,405,-4.5
1464305407925141,406,-4.5
1464305407958474,407,-4.5
1464305407991807,408,-4.5
1464305408025141,409,-4.5
1464305408058474,410,-4.5
1464305408091807,411,-4.5
1464305408125141,412,-4.5
1464305408158474,413,-4.5
1464305408191807,414,-4.5
1464305408225141,415,-4.5
1464305408258474,416,-4.5
1464305408291807,417,-4.5
1464305408325141,418,-4.5
1464305408358474,419,-4.5
1464305408391807,420,-4.5
1464305408425141,421,-4.5
1464305408458474,422,-4.5
1464305408491807,423,-4.5
1464305408525141,424,-4
1464305408558474,425,-4
1464305408591807,426,-4
1464305408625141,427,-4
1464305408658474,428,-4
1464305408691807,429,-4
1464305408725141,430,-4
1464305408758474,431,-4
1464305408791807,432,-4
1464305408825141,433,-4
1464305408858474,434,-4
1464305408891807,435,-4
1464305408925141,436,-4
1464305408958474,437,-4
1464305408991807,438,-4
1464305409025141,439,-4
1464305409058474,440,-4
1464305409091807,441,-4
1464305409125141,442,-4
1464305409158474,443,-4
1464305409191807,444,-4
1464305409225141,445,-4
1464305409258474,446,-4
1464305409291807,447,-4
1464305409325141,448,-4
1464305409358474,449,-4
1464305409391807,450,-4
1464305409425141,451,-4
1464305409458474,452,-4
1464305409491807,453,-4
1464305409525141,454,-4
1464305409558474,455,-4
1464305409591807,456,-4
1464305409625141,457,-4
1464305409658474,458,-4
1464305409691807,459,-4
1464305409725141,460,-4
1464305409758474,461,-4
1464305409791807,462,-4
1464305409825141,463,-4
1464305409858474,464,-4
1464305409891807,465,-3.5
1464305409925141,466,-3.5
1464305409958474,467,-3.5
1464305409991807,468,-3.5
1464305410025141,469,-3.5
1464305410058474,470,-3.5
1464305410091807,471,-3.5
1464305410125141,472,-3.5
1464305410158474,473,-3.5
1464305410191807,474,-3.5
1464305410225141,475,-3.5
1464305410258474,476,-3.5
1464305410291807,477,-4
1464305410325141,478,-4
1464305410358474,479,-4
1464305410391807,480,-4
1464305410425141,481,-4
1464305410458474,482,-4
1464305410491807,483,-4
1464305410525141,484,-4
1464305410558474,485,-4
1464305410591807,486,-4
1464305410625141,487,-4
1464305410658474,488,-4
1464305410691807,489,-4
1464305410725141,490,-4
1464305410758474,491,-4
1464305410791807,492,-4
1464305410825141,493,-4
1464305410858474,494,-4
1464305410891807,495,-3.5
1464305410925141,496,-3.5
1464305410958474,497,-3.5
1464305410991807,498,-3.5
1464305411025141,499,-3.5
1464305411058474,500,-4
1464305411091807,501,-4
1464305411125141,502,-4
1464305411158474,503,-4
1464305411191807,504,-4
1464305411225141,505,-4
1464305411258474,506,-4
1464305411291807,507,-4
1464305411325141,508,-4
1464305411358474,509,-4
1464305411391807,510,-4
1464305411425141,511,-4
1464305411458474,512,-4
1464305411491807,513,-4
1464305411525141,514,-4
1464305411558474,515,-4
1464305411591807,516,-4
1464305411625141,517,-4
1464305411658474,518,-4
1464305411691807,519,-4
1464305411725141,520,-4
1464305411758474,521,-4
1464305411791807,522,-4
1464305411825141,523,-4
1464305411858474,524,-4
1464305411891807,525,-4
1464305411925141,526,-4
1464305411958474,527,-4
1464305411991807,528,-4
1464305412025141,529,-4
1464305412058474,530,-4
1464305412091807,531,-4
1464305412125141,532,-4
1464305412158474,533,-4
1464305412191807,534,-4
1464305412225141,535,-4
1464305412258474,536,-4
1464305412291807,537,-4
1464305412325141,538,-4
1464305412358474,539,-4
1464305412391807,540,-4
1464305412425141,541,-4
1464305412458474,542,-4
1464305412491807,543,-4
1464305412525141,544,-4
1464305412558474,545,-4
1464305412591807,546,-4
1464305412625141,547,-4
1464305412658474,548,-4
1464305412691807,549,-4
1464305412725141,550,-4
1464305412758474,551,-4
1464305412791807,552,-4
1464305412825141,553,-4
1464305412858474,554,-4
1464305412891807,555,-4
1464305412925141,556,-4
1464305412958474,557,-4
1464305412991807,558,-4
1464305413025141,559,-4
1464305413058474,560,-4
1464305413091807,561,-4
1464305413125141,562,-4
1464305413158474,563,-4
1464305413191807,564,-4
1464305413225141,565,-4
1464305413258474,566,-4
1464305413291807,567,-4
1464305413325141,568,-4
1464305413358474,569,-4
1464305413391807,570,-4
1464305413425141,571,-4
1464305413458474,572,-4
1464305413491807,573,-4
1464305413525141,574,-4
1464305413558474,575,-4
1464305413591807,576,-4
1464305413625141,577,-4
1464305413658474,578,-4
1464305413691807,579,-4
1464305413725141,580,-4
1464305413758474,581,-4
1464305413791807,582,-4
1464305413825141,583,-4
1464305413858474,584,-4
1464305413891807,585,-4
1464305413925141,586,-4
1464305413958474,587,-4
1464305413991807,588,-4
1464305414025141,589,-4
1464305414058474,590,-4
1464305414091807,591,-4
1464305414125141,592,-3.5
1464305414158474,593,-3.5
1464305414191807,594,-3.5
1464305414225141,595,-3.5
1464305414258474,596,-3.5
1464305414291807,597,-3.5
1464305414325141,598,-3.5
1464305414358474,599,-3.5
1464305414391807,600,-3.5
1464305414425141,601,-3.5
1464305414458474,602,-3.5
1464305414491807,603,-3.5
1464305414525141,604,-3.5
1464305414558474,605,-3.5
1464305414591807,606,-3.5
1464305414625141,607,-3.5
1464305414658474,608,-3.5
1464305414691807,609,-3.5
1464305414725141,610,-3.5
1464305414758474,611,-3.5
1464305414791807,612,-3.5
1464305414825141,613,-3.5
1464305414858474,614,-3.5
1464305414891807,615,-3.5
1464305414925141,616,-3.5
1464305414958474,617,-3.5
1464305414991807,618,-3.5
1464305415025141,619,-3.5
1464305415058474,620,-3.5
1464305415091807,621,-3.5
1464305415125141,622,-3.5
1464305415158474,623,-3.5
1464305415191807,624,-3.5
1464305415225141,625,-3.5
1464305415258474,626,-3.5
1464305415291807,627,-3.5
1464305415325141,628,-3.5
1464305415358474,629,-3.5
1464305415391807,630,-3.5
1464305415425141,631,-3.5
1464305415458474,632,-3.5
1464305415491807,633,-3.5
1464305415525141,634,-3.5
1464305415558474,635,-3.5
1464305415591807,636,-3.5
1464305415625141,637,-3.5
1464305415658474,638,-3.5
1464305415691807,639,-3.5
1464305415725141,640,-3.5
1464305415758474,641,-3.5
1464305415791807,642,-3.5
1464305415825141,643,-3.5
1464305415858474,644,-3.5
1464305415891807,645,-3.5
1464305415925141,646,-3.5
1464305415958474,647,-3.5
1464305415991807,648,-3.5
1464305416025141,649,-3.5
1464305416058474,650,-3.5
1464305416091807,651,-3.5
1464305416125141,652,-3.5
1464305416158474,653,-3.5
1464305416191807,654,-3.5
1464305416225141,655,-3.5
1464305416258474,656,-3
1464305416291807,657,-3
1464305416325141,658,-2.5
1464305416358474,659,-2.5
1464305416391807,660,-2.5
1464305416425141,661,-2
1464305416458474,662,-2
1464305416491807,663,-2
1464305416525141,664,-2
1464305416558474,665,-2
1464305416591807,666,-2
1464305416625141,667,-2
1464305416658474,668,-2
1464305416691807,669,-2
1464305416725141,670,-2
1464305416758474,671,-2
1464305416791807,672,-2
1464305416825141,673,-2
1464305416858474,674,-2
1464305416891807,675,-1.5
1464305416925141,676,-1.5
1464305416958474,677,-1
1464305416991807,678,-1
1464305417025141,679,-0.5
1464305417058474,680,-0.5
1464305417091807,681,0
1464305417125141,682,0
1464305417158474,683,0
1464305417191807,684,0
1464305417225141,685,0
1464305417258474,686,0.5
1464305417291807,687,0.5
1464305417325141,688,0.5
1464305417358474,689,0
1464305417391807,690,0
1464305417425141,691,0
1464305417458474,692,0
1464305417491807,693,0
1464305417525141,694,0
1464305417558474,695,0
1464305417591807,696,0
1464305417625141,697,0
1464305417658474,698,0
1464305417691807,699,0
1464305417725141,700,0
1464305417758474,701,0
1464305417791807,702,0
1464305417825141,703,-0.5
1464305417858474,704,-0.5
1464305417891807,705,-0.5
1464305417925141,706,-0.5
1464305417958474,707,-0.5
1464305417991807,708,-0.5
1464305418025141,709,-0.5
1464305418058474,710,-0.5
1464305418091807,711,-0.5
1464305418125141,712,-0.5
1464305418158474,713,-0.5
1464305418191807,714,-0.5
1464305418225141,715,-0.5
1464305418258474,716,-0.5
1464305418291807,717,-0.5
1464305418325141,718,-0.5
1464305418358474,719,-0.5
1464305418391807,720,-0.5
1464305418425141,721,-0.5
1464305418458474,722,-0.5
1464305418491807,723,-0.5
1464305418525141,724,-0.5
1464305418558474,725,-0.5
1464305418591807,726,-0.5
1464305418625141,727,-0.5
1464305418658474,728,-0.5
1464305418691807,729,-0.5
1464305418725141,730,-0.5
1464305418758474,731,-0.5
1464305418791807,732,-0.5
1464305418825141,733,-0.5
1464305418858474,734,-0.5
1464305418891807,735,-0.5
1464305418925141,736,-0.5
1464305418958474,737,-0.5
1464305418991807,738,0
1464305419025141,739,0
1464305419058474,740,0
1464305419091807,741,0
1464305419125141,742,0
1464305419158474,743,0
1464305419191807,744,0
1464305419225141,745,0.5
1464305419258474,746,0.5
1464305419291807,747,0.5
1464305419325141,748,0.5
1464305419358474,749,0.5
1464305419391807,750,0.5
1464305419425141,751,0.5
1464305419458474,752,0.5
1464305419491807,753,0.5
1464305419525141,754,0.5
1464305419558474,755,0.5
1464305419591807,756,0.5
1464305419625141,757,0.5
1464305419658474,758,0.5
1464305419691807,759,0.5
1464305419725141,760,0.5
1464305419758474,761,0.5
1464305419791807,762,0
1464305419825141,763,0
1464305419858474,764,0
1464305419891807,765,0
1464305419925141,766,0
1464305419958474,767,0
1464305419991807,768,0
1464305420025141,769,-0.5
1464305420058474,770,-0.5
1464305420091807,771,-0.5
1464305420125141,772,-0.5
1464305420158474,773,-1
1464305420191807,774,-1
1464305420225141,775,-1
1464305420258474,776,-1
1464305420291807,777,-1
1464305420325141,778,-1
1464305420358474,779,-1.5
1464305420391807,780,-1.5
1464305420425141,781,-1.5
1464305420458474,782,-1.5
1464305420491807,783,-1.5
1464305420525141,784,-1.5
1464305420558474,785,-1.5
1464305420591807,786,-1.5
1464305420625141,787,-1
1464305420658474,788,-1
1464305420691807,789,-1
1464305420725141,790,-1
1464305420758474,791,-1
1464305420791807,792,-1
1464305420825141,793,-1
1464305420858474,794,-1
1464305420891807,795,-1
1464305420925141,796,-1
1464305420958474,797,-1
1464305420991807,798,-1
1464305421025141,799,-1
1464305421058474,800,-1
1464305421091807,801,-1
1464305421125141,802,-1
1464305421158474,803,-1
1464305421191807,804,-1
1464305421225141,805,-1
1464305421258474,806,-1
1464305421291807,807,-1
1464305421325141,808,-1
1464305421358474,809,-1
1464305421391807,810,-1
1464305421425141,811,-1
1464305421458474,812,-1
1464305421491807,813,-1
1464305421525141,814,-1
1464305421558474,815,-1
1464305421591807,816,-1
1464305421625141,817,-0.5
1464305421658474,818,-0.5
1464305421691807,819,-0.5
1464305421725141,820,-0.5
1464305421758474,821,-0.5
1464305421791807,822,-0.5
1464305421825141,823,-0.5
1464305421858474,824,-0.5
1464305421891807,825,-0.5
1464305421925141,826,-0.5
1464305421958474,827,-0.5
1464305421991807,828,-0.5
1464305422025141,829,-0.5
1464305422058474,830,-0.5
1464305422091807,831,-0.5
1464305422125141,832,-1
1464305422158474,833,-1
1464305422191807,834,-1.5
1464305422225141,835,-2
1464305422258474,836,-2
1464305422291807,837,-2.5
1464305422325141,838,-3
1464305422358474,839,-3.5
1464305422391807,840,-3.5
1464305422425141,841,-3.5
1464305422458474,842,-3.5
1464305422491807,843,-4
1464305422525141,844,-4.5
1464305422558474,845,-5
1464305422591807,846,-5.5
1464305422625141,847,-5.5
1464305422658474,848,-5.5
1464305422691807,849,-5.5
1464305422725141,850,-6
1464305422758474,851,-6
1464305422791807,852,-6
1464305422825141,853,-6
1464305422858474,854,-6
1464305422891807,855,-6.5
1464305422925141,856,-6.5
1464305422958474,857,-6.5
1464305422991807,858,-6.5
1464305423025141,859,-6.5
1464305423058474,860,-6.5
1464305423091807,861,-6.5
1464305423125141,862,-6.5
1464305423158474,863,-6.5
1464305423191807,864,-6.5
1464305423225141,865,-6.5
1464305423258474,866,-6.5
1464305423291807,867,-6.5
1464305423325141,868,-6.5
1464305423358474,869,-6.5
1464305423391807,870,-6.5
1464305423425141,871,-6.5
1464305423458474,872,-6
1464305423491807,873,-6
1464305423525141,874,-6
1464305423558474,875,-5.5
1464305423591807,876,-5.5
1464305423625141,877,-5.5
1464305423658474,878,-5.5
1464305423691807,879,-5
1464305423725141,880,-5
1464305423758474,881,-5
1464305423791807,882,-5
1464305423825141,883,-5
1464305423858474,884,-4.5
1464305423891807,885,-4.5
1464305423925141,886,-4.5
1464305423958474,887,-4
1464305423991807,888,-4
1464305424025141,889,-4
1464305424058474,890,-4
1464305424091807,891,-4
1464305424125141,892,-4
1464305424158474,893,-4
1464305424191807,894,-4
1464305424225141,895,-4
1464305424258474,896,-4
1464305424291807,897,-4
1464305424325141,898,-4
1464305424358474,899,-3.5
1464305424391807,900,-3.5
1464305424425141,901,-3.5
1464305424458474,902,-3.5
1464305424491807,903,-3.5
1464305424525141,904,-3.5
1464305424558474,905,-3.5
1464305424591807,906,-3.5
1464305424625141,907,-4
1464305424658474,908,-4
1464305424691807,909,-4
1464305424725141,910,-4
1464305424758474,911,-4
1464305424791807,912,-4
1464305424825141,913,-4
1464305424858474,914,-4
1464305424891807,915,-4
1464305424925141,916,-4
1464305424958474,917,-4
1464305424991807,918,-4
1464305425025141,919,-4
1464305425058474,920,-4
1464305425091807,921,-4
1464305425125141,922,-4
1464305425158474,923,-4
1464305425191807,924,-4
1464305425225141,925,-4
1464305425258474,926,-4
1464305425291807,927,-4
1464305425325141,928,-4
1464305425358474,929,-4
1464305425391807,930,-4
1464305425425141,931,-4
1464305425458474,932,-4
1464305425491807,933,-4
1464305425525141,934,-4
1464305425558474,935,-4
1464305425591807,936,-4
1464305425625141,937,-4
1464305425658474,938,-4
1464305425691807,939,-4
1464305425725141,940,-3.5
1464305425758474,941,-3.5
1464305425791807,942,-3
1464305425825141,943,-3
1464305425858474,944,-3
1464305425891807,945,-3
1464305425925141,946,-3
1464305425958474,947,-3
1464305425991807,948,-3.5
1464305426025141,949,-3.5
1464305426058474,950,-3.5
1464305426091807,951,-3
1464305426125141,952,-3
1464305426158474,953,-3
1464305426191807,954,-3
1464305426225141,955,-3
1464305426258474,956,-3
1464305426291807,957,-3
1464305426325141,958,-3
1464305426358474,959,-3
1464305426391807,960,-3
1464305426425141,961,-3
1464305426458474,962,-3
1464305426491807,963,-3
1464305426525141,964,-3
1464305426558474,965,-3
1464305426591807,966,-3
1464305426625141,967,-3
1464305426658474,968,-3.5
1464305426691807,969,-3.5
1464305426725141,970,-3.5
1464305426758474,971,-3.5
1464305426791807,972,-3.5
1464305426825141,973,-3.5
1464305426858474,974,-3.5
1464305426891807,975,-4
1464305426925141,976,-4
1464305426958474,977,-4
1464305426991807,978,-4
1464305427025141,979,-4
1464305427058474,980,-4
1464305427091807,981,-4
1464305427125141,982,-4
1464305427158474,983,-4
1464305427191807,984,-4
1464305427225141,985,-4
1464305427258474,986,-4
1464305427291807,987,-4
1464305427325141,988,-4
1464305427358474,989,-4
1464305427391807,990,-4
1464305427425141,991,-4
1464305427458474,992,-4
1464305427491807,993,-4
1464305427525141,994,-4
1464305427558474,995,-4
1464305427591807,996,-4
1464305427625141,997,-4
1464305427658474,998,-4
1464305427691807,999,-4
1464305427725141,1000,-4
1464305427758474,1001,-4
1464305427791807,1002,-4
1464305427825141,1003,-4
1464305427858474,1004,-4
1464305427891807,1005,-4
1464305427925141,1006,-4
1464305427958474,1007,-4
1464305427991807,1008,-4
1464305428025141,1009,-4
1464305428058474,1010,-4
1464305428091807,1011,-4
1464305428125141,1012,-4
1464305428158474,1013,-4
1464305428191807,1014,-4
1464305428225141,1015,-4
1464305428258474,1016,-4
1464305428291807,1017,-4
1464305428325141,1018,-4
1464305428358474,1019,-4
1464305428391807,1020,-4
1464305428425141,1021,-4
1464305428458474,1022,-4
1464305428491807,1023,-4
1464305428525141,1024,-4
1464305428558474,1025,-4
1464305428591807,1026,-4
1464305428625141,1027,-4
1464305428658474,1028,-4
1464305428691807,1029,-4
1464305428725141,1030,-4
1464305428758474,1031,-4
1464305428791807,1032,-4.5
1464305428825141,1033,-4.5
1464305428858474,1034,-4.5
1464305428891807,1035,-4.5
1464305428925141,1036,-4.5
1464305428958474,1037,-4.5
1464305428991807,1038,-4.5
1464305429025141,1039,-4.5
1464305429058474,1040,-4.5
1464305429091807,1041,-4.5
1464305429125141,1042,-4.5
1464305429158474,1043,-4.5
1464305429191807,1044,-4.5
1464305429225141,1045,-4.5
1464305429258474,1046,-4.5
1464305429291807,1047,-4.5
1464305429325141,1048,-4.5
1464305429358474,1049,-4.5
1464305429391807,1050,-4.5
1464305429425141,1051,-4.5
1464305429458474,1052,-4.5
1464305429491807,1053,-4.5
1464305429525141,1054,-4.5
1464305429558474,1055,-4.5
1464305429591807,1056,-4.5
1464305429625141,1057,-4
1464305429658474,1058,-4
1464305429691807,1059,-4
1464305429725141,1060,-4
1464305429758474,1061,-4
1464305429791807,1062,-4
1464305429825141,1063,-4
1464305429858474,1064,-4
1464305429891807,1065,-4
1464305429925141,1066,-4
1464305429958474,1067,-4
1464305429991807,1068,-4
1464305430025141,1069,-4
1464305430058474,1070,-4
